age_days,sex,meanCT2,meanCT2u750,meanCT2l250,TCV,TCVu750,TCVl250,WMV,WMVu750,WMVl250,sGMV,sGMVu750,sGMVl250,GMV,GMVu750,GMVl250
2185.3875,Male,2.8783121910173323e-4,2.927286441191316e-4,2.8281136028494874e-4,101.90562816606047,107.60170683517448,96.32037260570947,39.96292407348793,42.94718302769066,37.10515311151399,5.920357191159435,6.210802405701105,5.6339525343027566,61.82936458992842,65.67270497781634,57.97260252903214
2191.475,Male,2.8778347256194336e-4,2.926787834339755e-4,2.827658138387335e-4,101.9485537095433,107.64840682550715,96.35962355065477,39.995953055662156,42.98192622928849,37.13650994336236,5.923389522511978,6.213965200968943,5.6368559636172355,61.834963180801175,65.67764816076917,57.97886156341373
2197.5625,Male,2.8773582182766577e-4,2.9262903931896316e-4,2.827203414103694e-4,101.99117551521044,107.6947836941884,96.39858973084448,40.02886652244987,43.01654912488007,37.16775601802506,5.926403920917147,6.21710945545408,5.639742063155881,61.840405247062414,65.68243029556935,57.984968597446844
2203.65,Male,2.8768826666056356e-4,2.9257941133598546e-4,2.8267494297202177e-4,102.03349593395579,107.74083991001659,96.43727338122076,40.06166506309845,43.051052324832355,37.19889190333517,5.929400510812699,6.220235297411308,5.642610953559429,61.845692446779246,65.68705311090004,57.99092521843716
2209.7375,Male,2.8764080682153594e-4,2.9252989904863613e-4,2.8262961849247946e-4,102.07551729380663,107.78657791799886,96.47567671477243,40.09434926247272,43.08543643499071,37.22991816288802,5.932379415512813,6.2233428539390365,5.645462754377747,61.85082641870182,65.69151831515774,57.99673299534583
2215.825,Male,2.875934420707644e-4,2.9248050202222047e-4,2.8258436793724133e-4,102.11724190019335,107.83200013962956,96.51380192279609,40.12691970109822,43.119702056723725,37.260835356083255,5.935340757220728,6.226432250992298,5.6482975840821,61.855808782513535,65.69582759671637,58.002393479025244
2221.9125,Male,2.8754617216774595e-4,2.9243121982375117e-4,2.8253919126858815e-4,102.15867203621869,107.87710897316846,96.55165117515656,40.15937695520543,43.15384978696807,37.29164403816729,5.938284657041293,6.229503613395643,5.651115560077328,61.86064113909693,65.69998262420845,58.00790820247045
2228,Male,2.8749899687133734e-4,2.92382052021957e-4,2.82494088445666e-4,102.19980996292271,107.92190679391497,96.58922662054324,40.191721596771266,43.18788021827163,37.322344760273914,5.941211234993266,6.2325570648558095,5.653916798713818,61.8653250707753,65.70398504677988,58.01327868104668
2234.0875,Male,2.8745191593979085e-4,2.923329981872823e-4,2.824490594245593e-4,102.24065791954106,107.96639595447417,96.62653038671904,40.22395419356202,43.221793938837735,37.35293806946591,5.9441206100214865,6.235592727974224,5.656701415299301,61.86986214156928,65.70783649436105,58.018506412731924
2240.175,Male,2.87404929130788e-4,2.922840578918864e-4,2.8240410415836237e-4,102.28121812376429,108.01057878502574,96.66356458077185,40.25607530917405,43.25559153256638,37.383424508774134,5.947012900008878,6.238610724259361,5.659469524110544,61.87425389743279,65.71153857791597,58.02359287833931
2246.2625,Male,2.873580362014808e-4,2.922352307096503e-4,2.8235922259725707e-4,102.32149277198938,108.0544575935832,96.70033128935783,40.28808550307544,43.28927357909784,37.41380461723851,5.949888221788301,6.2416111741389315,5.6622212384048405,61.87850186650195,65.71509288970513,58.028539541752615
2252.35,Male,2.873112369085211e-4,2.921865162161718e-4,2.8231441468857757e-4,102.36148403957031,108.09803466625318,96.73683257894334,40.319985330646375,43.322840653853625,37.444078929946635,5.952746691154226,6.24459419697188,5.664956670431353,61.88260755932328,65.71850100352623,58.03334785014118
2258.4375,Male,2.872645310080989e-4,2.9213791398877175e-4,2.8226968037688415e-4,102.40119408106416,108.14131226748967,96.77307049604231,40.35177534321907,43.35629332807779,37.47424797807271,5.955588422874248,6.247559911060254,5.667675931442313,61.886572469093565,65.72176447496756,58.038019234186685
2264.525,Male,2.872179182559733e-4,2.920894236064915e-4,2.8222501960402906e-4,102.44062503047442,108.18429264034583,96.80904706745248,40.383456088117065,43.38963216887732,37.504312288915706,5.958413530700487,6.2505084336608885,5.670379131704075,61.89039807188614,65.72488484164673,58.04255510829658
2270.6125,Male,2.871713984075038e-4,2.9204104465009297e-4,2.821804323092214e-4,102.47977900148928,108.22697800671968,96.84476430048495,40.41502810869472,43.422857739262724,37.53427238593759,5.961222127380769,6.253439880996954,5.673066380508003,61.894085826875234,65.72786362344756,58.0469568708164
2276.7,Male,2.871249712176835e-4,2.9199277670206e-4,2.8213591842909404e-4,102.51865808771883,108.26937056760023,96.88022418319348,40.446491944375616,43.45597059818744,37.56412878880036,5.964014324669731,6.25635436826935,5.675737786181235,61.89763717656351,65.73070232276012,58.051225904244326
2282.7875,Male,2.8707863644117127e-4,2.9194461934659976e-4,2.820914778977678e-4,102.55726436292886,108.31147250330865,96.91542868460076,40.47784813069017,43.488971300586684,37.593882013402876,5.96679023333974,6.259252009667933,5.678393456097304,61.901053546998156,65.73340242470881,58.05536357543515
2288.875,Male,2.87032393832317e-4,2.9189657216963826e-4,2.8204711064691004e-4,102.59559988126816,108.35328597373346,96.95037975491768,40.509097199313786,43.52186039741675,37.62353257191762,5.969549963191663,6.262132918382619,5.681033496686596,61.9043363479869,65.73596539738026,58.05937123580471
2294.9625,Male,2.8698624314519325e-4,2.918486347588214e-4,2.8200281660579714e-4,102.63366667749736,108.3948131185669,96.98507932576456,40.540239678104285,43.55463843569308,37.65308097282682,5.972293623065491,6.264997206614287,5.683658013446677,61.907486973310974,65.73839269204815,58.06325022153106
